DIRECTORIO,P6081_archivo1,P6083_archivo1,P6088_archivo1,P2061_archivo1,P1070_archivo3,P6160_archivo4,P8586_archivo4,P5010_archivo5,P791_archivo5,P3162_archivo5,P3163_archivo5,P5032_archivo5
8064821,3,3,9.0,1.0,4,2,2,2,4,,,4
8064825,3,3,9.0,1.0,1,1,2,2,1,1.0,70000.0,1
8064828,3,3,1.0,1.0,1,1,2,1,3,,,4
8064829,2,2,1.0,1.0,1,1,2,2,3,,,4
8064830,3,3,1.0,2.0,1,1,2,2,1,1.0,22000.0,1
8064833,3,2,1.0,2.0,4,1,2,1,4,,,4
8064835,3,3,9.0,1.0,1,1,2,2,1,1.0,75000.0,3
8064842,3,1,,2.0,1,1,2,3,1,1.0,35000.0,1
8064844,3,2,4.0,2.0,1,1,2,1,4,,,4
8064851,3,3,3.0,1.0,1,1,2,2,3,1.0,53910.0,3
8064855,3,3,9.0,2.0,1,1,2,1,4,,,4
8064857,3,3,9.0,1.0,1,2,2,1,1,,,4
8064859,3,3,1.0,1.0,1,1,2,1,4,,,4
8064860,2,2,1.0,2.0,1,1,2,2,3,1.0,45000.0,3
8064861,2,2,4.0,1.0,1,1,2,1,1,,,4
8064862,3,3,1.0,1.0,1,1,2,2,2,1.0,16000.0,3
8064866,3,3,9.0,2.0,1,1,2,2,1,1.0,35000.0,4
8064869,2,2,2.0,1.0,1,1,2,1,1,,,4
8064870,2,3,10.0,1.0,1,2,2,1,1,1.0,35000.0,4
8064871,3,3,9.0,1.0,1,1,1,1,3,,,3
8064873,3,3,9.0,1.0,1,1,2,2,1,1.0,160000.0,4
8064874,3,3,9.0,2.0,1,1,2,2,1,1.0,35000.0,4
8064875,3,3,9.0,1.0,1,2,2,2,3,1.0,50000.0,3
8064876,3,3,2.0,1.0,1,1,2,1,1,1.0,13000.0,4
8064881,2,2,10.0,1.0,1,1,2,2,1,1.0,30000.0,4
8064883,3,3,1.0,1.0,1,1,2,2,3,1.0,180000.0,3
8064885,3,3,9.0,2.0,1,1,2,1,1,1.0,8000.0,4
8064887,2,2,4.0,1.0,1,1,2,1,1,1.0,24000.0,4
8064890,3,2,9.0,2.0,1,1,2,1,1,1.0,25000.0,4
8064891,3,3,1.0,1.0,1,1,2,2,1,1.0,200000.0,3
8064895,3,2,1.0,2.0,1,1,2,3,1,1.0,28000.0,4
8064899,3,2,9.0,2.0,1,1,2,1,1,1.0,12000.0,4
8064900,2,2,1.0,1.0,1,1,2,1,1,1.0,14000.0,4
8064901,3,1,,2.0,1,1,2,2,1,1.0,16300.0,4
8064903,2,2,1.0,1.0,1,1,2,2,1,1.0,45000.0,4
8064904,2,2,4.0,2.0,1,1,2,2,1,1.0,24000.0,4
8064906,2,2,2.0,1.0,1,1,2,1,1,1.0,31600.0,4
8064909,3,2,9.0,2.0,1,1,2,3,1,1.0,28000.0,4
8064910,2,2,2.0,1.0,1,1,2,1,1,1.0,28000.0,4
8064911,3,3,3.0,2.0,1,1,2,2,1,1.0,22000.0,4
8064926,3,2,9.0,1.0,1,1,2,1,4,,,4
8064930,3,3,10.0,1.0,1,1,2,2,1,1.0,20000.0,3
8064931,3,3,9.0,2.0,1,1,2,2,1,1.0,27000.0,3
8064950,2,2,3.0,2.0,1,1,2,2,1,1.0,56000.0,3
8064956,3,3,9.0,1.0,1,1,2,2,3,,,3
8064962,2,2,2.0,1.0,1,1,2,1,1,1.0,25000.0,1
8064970,3,3,1.0,2.0,1,1,2,2,1,1.0,27000.0,3
8064977,2,2,9.0,2.0,1,1,2,3,1,1.0,14400.0,1
8064978,2,2,2.0,2.0,1,1,2,1,1,3.0,,1
8064979,2,2,9.0,2.0,1,1,2,2,1,1.0,22000.0,1
8064990,1,2,1.0,1.0,1,1,2,3,3,,,4
8064994,3,2,9.0,1.0,1,1,2,2,1,1.0,12000.0,1
8064995,2,2,10.0,1.0,1,1,2,2,3,,,4
8064998,3,3,9.0,1.0,1,1,2,1,1,1.0,6000.0,1
8065004,2,2,1.0,1.0,1,1,2,1,3,,,4
8065007,2,2,9.0,2.0,1,2,2,2,1,1.0,31000.0,1
8065012,2,2,3.0,2.0,1,1,2,2,3,,,4
8065015,3,3,9.0,1.0,1,2,2,1,3,,,4
8065020,2,3,9.0,1.0,1,1,2,1,3,,,4
8065023,3,3,10.0,1.0,1,1,2,2,1,1.0,20000.0,1
8065031,3,3,9.0,1.0,1,1,2,1,3,,,4
8065041,2,3,9.0,1.0,1,2,2,2,3,,,4
8065042,3,3,9.0,1.0,1,1,2,3,3,,,4
8065050,3,2,9.0,1.0,1,2,2,1,3,,,4
8065053,3,3,1.0,2.0,1,2,2,2,3,3.0,,3
8065064,2,3,1.0,1.0,1,1,2,1,3,,,4
8065067,2,2,1.0,1.0,1,1,2,1,3,,,4
8065068,2,2,9.0,1.0,1,1,2,1,3,,,4
8065070,2,2,1.0,1.0,1,1,2,3,3,,,4
8065074,2,2,10.0,1.0,1,1,2,2,3,,,4
8065079,2,2,2.0,1.0,1,1,2,1,4,,,4
8065095,3,3,9.0,1.0,1,1,2,1,3,,,4
8065102,2,2,3.0,1.0,1,1,2,1,1,1.0,45000.0,1
8065108,2,2,8.0,2.0,1,1,2,1,1,1.0,5000.0,1
8065109,3,2,4.0,1.0,1,1,2,1,3,,,4
8065112,2,2,1.0,1.0,1,1,2,1,3,,,4
8065119,2,2,2.0,1.0,1,1,2,2,3,,,4
8065121,3,2,9.0,1.0,1,1,2,1,4,,,4
8065139,3,2,9.0,2.0,1,1,2,2,1,1.0,92000.0,3
8065146,3,3,9.0,1.0,1,2,2,2,1,,,4
8065147,2,2,9.0,2.0,1,1,2,2,1,,,4
8065153,2,2,3.0,1.0,1,1,2,3,1,,,4
8065156,3,2,1.0,2.0,1,1,2,2,1,,,4
8065159,3,3,1.0,1.0,1,1,2,1,1,,,4
8065171,2,2,9.0,1.0,1,1,2,2,1,,,4
8065181,2,2,10.0,2.0,1,1,2,1,1,,,4
8065196,3,3,9.0,2.0,1,1,2,1,1,,,4
8065207,3,2,2.0,2.0,1,1,2,2,2,2.0,,2
8065215,3,3,9.0,2.0,1,1,2,1,1,1.0,45000.0,1
8065220,3,2,2.0,2.0,2,1,2,2,1,1.0,30000.0,2
8065227,3,1,,1.0,1,2,2,2,3,,,4
8065230,2,2,9.0,1.0,1,1,2,2,3,,,4
8065231,2,2,4.0,2.0,2,1,2,2,1,1.0,14354.0,1
8065233,3,2,4.0,2.0,2,1,2,2,1,1.0,21000.0,1
8065251,2,2,2.0,2.0,1,1,2,2,1,1.0,39425.0,1
8065260,2,2,4.0,2.0,2,1,2,1,1,1.0,15000.0,2
8065274,2,2,2.0,2.0,2,1,1,1,2,2.0,,2
8065275,3,3,9.0,2.0,1,1,2,3,1,1.0,60000.0,1
8065276,2,2,3.0,2.0,1,1,2,2,1,1.0,35000.0,1
8065284,2,2,9.0,2.0,1,1,2,3,1,1.0,40000.0,1
8065285,3,2,9.0,2.0,1,1,2,1,1,1.0,30000.0,1
8065286,2,2,3.0,2.0,2,1,2,2,1,1.0,30000.0,1
8065288,3,2,8.0,2.0,2,1,1,1,2,2.0,,2
8065289,3,3,9.0,2.0,1,1,2,1,1,1.0,30000.0,1
8065337,2,3,9.0,1.0,1,1,2,1,1,,,4
8065358,3,3,9.0,1.0,1,1,2,4,3,,,4
8065362,2,2,1.0,1.0,1,1,2,2,1,,,4
8065376,3,3,9.0,1.0,1,2,2,2,3,,,4
8065381,2,2,2.0,2.0,2,1,2,2,1,1.0,25000.0,1
8065384,2,2,4.0,2.0,2,1,2,2,1,1.0,15000.0,1
8065386,3,3,9.0,2.0,1,1,2,3,1,1.0,12000.0,1
8065389,3,2,4.0,9.0,1,1,2,1,1,1.0,25000.0,1
8065391,3,3,1.0,1.0,1,1,2,1,1,,,4
8065394,2,2,9.0,2.0,1,1,2,1,3,3.0,,3
8065404,2,3,10.0,1.0,1,1,2,2,1,,,4
8065415,2,2,9.0,1.0,1,1,2,1,1,,,4
8065416,2,2,1.0,1.0,1,1,2,2,1,,,4
8065417,2,3,2.0,1.0,1,1,2,2,3,,,4
8065419,2,2,1.0,1.0,1,1,2,2,3,,,4
8065420,3,3,1.0,1.0,1,1,2,1,1,,,4
8065422,2,3,10.0,1.0,1,1,2,2,1,1.0,35000.0,4
8065423,3,3,1.0,2.0,1,1,2,1,1,1.0,10000.0,3
8065426,3,2,1.0,2.0,2,1,2,2,1,1.0,10000.0,3
8065429,2,2,4.0,2.0,2,1,2,2,1,1.0,10000.0,1
8065430,3,3,10.0,1.0,1,1,2,1,3,,,4
8065431,3,3,9.0,1.0,1,2,2,1,3,,,4
8065432,2,2,2.0,2.0,2,1,2,2,2,1.0,22000.0,2
8065436,2,2,6.0,2.0,2,1,2,2,2,1.0,23000.0,2
8065437,2,3,1.0,1.0,1,2,2,1,3,,,4
8065439,3,3,1.0,1.0,1,1,2,1,3,,,4
8065441,3,3,9.0,1.0,1,1,2,2,3,,,4
8065443,2,2,2.0,2.0,1,1,2,1,3,,,3
8065444,2,2,9.0,1.0,3,2,2,1,3,,,4
8065448,2,2,1.0,1.0,1,1,2,1,3,,,4
8065449,2,3,9.0,1.0,1,2,2,2,3,,,4
8065452,3,3,1.0,1.0,1,1,2,2,3,,,4
8065453,3,3,9.0,1.0,1,1,2,1,3,,,4
8065457,2,2,1.0,2.0,1,1,2,1,3,,,4
8065459,2,2,10.0,2.0,1,1,2,3,1,1.0,34990.0,1
8065460,2,3,2.0,1.0,1,1,2,3,1,,,4
8065462,3,3,9.0,1.0,3,2,2,1,3,,,4
8065463,2,2,1.0,1.0,1,1,2,2,1,,,4
8065472,3,3,1.0,1.0,1,1,2,1,3,,,4
8065473,2,2,2.0,2.0,1,1,2,1,1,,,4
8065479,3,2,9.0,2.0,2,1,2,1,1,1.0,15000.0,4
8065485,2,2,2.0,1.0,1,1,2,1,3,,,4
8065490,2,2,2.0,2.0,1,1,1,1,1,1.0,32000.0,1
8065494,2,2,2.0,1.0,1,1,2,1,1,1.0,30000.0,1
8065501,2,2,2.0,1.0,2,1,2,2,1,1.0,17000.0,3
8065506,2,2,1.0,1.0,1,1,2,1,3,,,4
8065510,2,2,2.0,1.0,1,1,2,2,3,,,4
8065511,3,3,9.0,1.0,1,1,2,2,3,,,4
8065532,3,2,1.0,1.0,1,1,2,1,3,,,4
8065535,3,3,9.0,1.0,1,1,2,3,3,1.0,50000.0,4
8065536,3,2,2.0,2.0,2,1,2,2,1,1.0,57000.0,4
8065542,2,3,10.0,1.0,1,1,2,1,4,,,4
8065549,2,2,9.0,1.0,1,1,2,2,1,,,4
8065555,3,2,2.0,2.0,2,1,2,2,1,1.0,30000.0,1
8065558,3,3,9.0,1.0,1,2,2,1,3,,,4
8065567,3,2,9.0,1.0,1,1,2,1,4,,,4
8065568,2,2,1.0,1.0,1,1,2,1,4,,,4
8065569,2,3,1.0,1.0,1,1,2,1,3,,,4
8065570,3,3,9.0,1.0,1,2,2,2,3,,,4
8065571,3,3,1.0,1.0,1,1,2,3,3,,,4
8065574,2,2,9.0,2.0,2,1,2,3,1,1.0,12014.0,1
8065576,2,2,1.0,1.0,1,1,2,2,3,,,4
8065589,3,3,10.0,1.0,1,1,2,3,3,,,4
8065595,3,3,9.0,1.0,1,1,2,2,3,,,4
8065601,3,3,1.0,1.0,1,2,2,1,3,,,4
8065602,3,3,9.0,1.0,1,1,2,2,3,,,4
8065604,3,3,1.0,2.0,1,1,2,3,1,1.0,13000.0,1
8065607,3,3,1.0,1.0,1,1,2,2,3,,,4
8065611,2,2,2.0,1.0,1,1,2,1,3,,,4
8065613,2,2,1.0,1.0,1,1,2,1,3,,,4
8065618,3,3,9.0,1.0,1,2,2,2,3,,,4
8065635,3,3,1.0,1.0,1,1,2,2,3,,,4
8065659,3,3,1.0,1.0,1,1,2,1,3,,,4
8065674,3,3,1.0,1.0,1,1,2,1,3,,,4
8065696,3,2,10.0,1.0,1,1,2,2,1,,,4
8065698,3,2,1.0,1.0,1,1,2,2,3,,,4
8065702,2,2,1.0,1.0,1,1,2,2,3,1.0,35000.0,4
8065704,2,2,2.0,2.0,1,1,2,1,3,,,4
8065712,2,2,9.0,1.0,1,1,2,2,1,,,4
8065718,2,2,1.0,1.0,1,1,2,2,1,,,4
8065719,3,3,10.0,1.0,1,2,2,2,1,,,4
8065721,3,3,9.0,2.0,2,1,2,2,1,1.0,18000.0,4
8065725,2,2,1.0,1.0,1,1,2,2,1,,,4
8065737,3,3,10.0,1.0,1,1,2,2,1,,,4
8065740,3,2,1.0,1.0,1,1,2,2,1,,,4
8065743,2,2,1.0,1.0,1,1,2,2,3,,,4
8065749,2,2,2.0,1.0,2,1,2,2,3,,,4
8065755,2,2,1.0,1.0,1,1,2,2,1,,,4
8065756,3,3,9.0,1.0,1,1,2,1,3,,,4
8065759,2,3,10.0,1.0,1,1,2,1,1,,,4
8065760,1,2,1.0,9.0,1,1,2,4,1,,,4
8065763,3,2,4.0,2.0,2,1,2,1,1,1.0,13000.0,1
8065766,2,2,9.0,2.0,1,1,2,2,1,1.0,30000.0,4
8065770,2,2,4.0,1.0,1,1,2,2,1,,,4
8065812,3,3,10.0,2.0,1,1,2,2,2,2.0,,2
8065813,3,3,9.0,1.0,3,2,2,1,3,,,4
8065814,2,2,3.0,1.0,1,1,2,2,1,,,4
8065815,2,2,2.0,2.0,2,1,2,2,1,1.0,30000.0,1
8065830,2,2,2.0,1.0,1,1,1,1,1,,,1
8065831,2,2,9.0,1.0,1,2,2,1,3,,,4
8065832,2,3,9.0,1.0,1,2,2,2,1,,,3
8065837,3,2,1.0,1.0,1,1,2,1,1,,,1
8065839,2,2,2.0,1.0,1,1,2,1,3,,,4
8065840,2,3,1.0,2.0,1,1,2,1,1,1.0,50000.0,3
8065841,2,3,10.0,2.0,1,1,2,1,1,1.0,25000.0,1
8065847,2,3,9.0,2.0,1,1,2,2,1,1.0,35000.0,1
8065849,2,2,9.0,1.0,1,2,2,1,3,,,4
8065854,3,3,9.0,1.0,1,1,2,1,1,,,1
8065856,3,3,9.0,1.0,1,1,2,2,1,,,1
8065858,2,2,1.0,2.0,1,1,2,2,1,1.0,80000.0,1
8065862,3,3,9.0,1.0,1,1,2,2,1,,,3
8065869,2,2,10.0,1.0,1,2,2,1,3,,,4
8065870,2,2,4.0,2.0,2,1,2,1,1,1.0,22000.0,3
8065873,2,3,9.0,9.0,1,1,2,2,3,1.0,28050.0,3
8065876,3,2,9.0,1.0,1,1,2,1,1,,,1
8065877,3,3,10.0,2.0,1,1,2,1,1,1.0,12000.0,4
8065880,3,3,3.0,1.0,1,1,2,1,3,,,4
8065883,2,2,3.0,1.0,1,1,2,1,3,,,4
8065886,2,2,1.0,2.0,1,1,2,2,3,,,4
8065887,3,3,9.0,2.0,1,2,2,1,3,,,4
8065888,2,2,2.0,1.0,1,1,2,2,1,,,1
8065893,3,3,1.0,1.0,1,2,2,1,1,,,4
8065894,2,2,3.0,2.0,1,1,2,2,1,1.0,45000.0,1
8065904,1,2,9.0,1.0,1,1,2,2,3,,,4
8065905,2,2,1.0,2.0,1,1,2,2,1,1.0,36000.0,3
8065916,2,2,9.0,2.0,2,1,2,2,3,1.0,15000.0,3
8065928,3,3,9.0,1.0,2,1,2,2,1,1.0,40000.0,1
8065930,3,3,9.0,1.0,1,1,2,3,1,,,4
8065932,2,2,1.0,1.0,1,1,2,2,3,,,4
8065935,3,2,1.0,1.0,1,1,2,1,2,2.0,,2
8065939,3,3,9.0,2.0,2,1,2,2,1,1.0,22000.0,4
8065941,2,2,10.0,1.0,1,1,2,2,1,,,4
8065947,2,2,9.0,2.0,2,1,2,2,3,,,4
8065951,2,2,1.0,1.0,1,1,2,3,1,,,4
8065956,3,3,9.0,1.0,1,1,2,3,3,,,4
8065958,2,2,1.0,1.0,1,1,2,2,3,1.0,36000.0,3
8065963,3,2,4.0,1.0,1,1,2,3,1,,,4
8065966,3,2,3.0,2.0,2,1,2,1,1,1.0,21000.0,1
8065970,2,2,4.0,2.0,1,1,2,2,1,1.0,35000.0,1
8065981,3,2,1.0,1.0,1,1,2,1,1,,,4
8065982,2,2,9.0,1.0,1,2,2,3,1,,,4
8065992,2,2,2.0,2.0,2,1,2,2,3,1.0,27426.0,3
8065993,2,2,4.0,2.0,1,1,2,3,1,,,4
8065995,3,3,9.0,2.0,3,1,2,1,3,,,4
8066000,3,3,9.0,2.0,2,2,2,2,1,,,3
8066007,3,3,3.0,1.0,1,1,2,1,4,,,4
8066008,2,2,10.0,2.0,2,1,2,1,1,,,4
8066012,2,3,2.0,1.0,1,1,2,2,1,,,4
8066017,3,1,,1.0,1,1,2,3,3,,,4
8066028,2,2,4.0,1.0,1,1,2,2,3,,,4
8066029,3,3,1.0,1.0,1,2,2,2,1,,,4
8066032,2,2,3.0,2.0,1,1,2,2,1,1.0,30000.0,1
8066042,3,2,9.0,1.0,1,1,2,1,3,,,4
8066046,3,3,2.0,2.0,1,1,2,3,1,1.0,24000.0,4
8066049,2,2,1.0,1.0,1,1,2,1,3,1.0,23000.0,4
8066053,2,3,9.0,1.0,1,1,2,1,1,,,4
8066058,3,3,9.0,2.0,4,2,2,1,4,,,4
8066063,2,2,9.0,1.0,3,1,2,1,1,,,4
8066065,2,2,9.0,1.0,1,1,2,1,3,,,4
8066075,2,2,9.0,1.0,4,1,2,1,4,,,4
8066089,2,3,1.0,2.0,1,1,2,1,1,1.0,35000.0,1
8066091,3,2,4.0,1.0,1,1,2,1,1,1.0,20000.0,4
8066092,2,2,9.0,1.0,1,1,2,2,1,,,1
8066101,2,2,9.0,1.0,1,2,2,2,1,,,1
8066102,3,3,9.0,1.0,4,2,2,1,4,,,4
8066103,2,2,10.0,2.0,4,1,2,1,4,,,4
8066104,2,2,1.0,1.0,1,1,2,1,3,3.0,,4
8066107,2,2,4.0,2.0,1,1,2,1,1,1.0,25000.0,4
8066113,3,2,9.0,2.0,1,1,2,2,3,3.0,,4
8066115,2,2,9.0,1.0,4,2,2,1,4,,,4
8066118,3,2,2.0,1.0,1,1,2,2,1,,,4
8066120,2,2,9.0,1.0,1,1,2,3,1,,,1
8066122,2,2,3.0,2.0,1,1,2,1,1,1.0,20000.0,4
8066128,2,2,9.0,1.0,4,1,2,1,4,,,4
8066133,3,2,9.0,1.0,1,2,2,3,1,,,1
8066135,2,2,6.0,1.0,1,1,2,1,1,,,1
8066140,3,3,9.0,1.0,4,1,2,1,4,,,4
8066143,2,2,2.0,1.0,1,1,2,1,1,1.0,30000.0,4
8066144,3,3,10.0,1.0,4,1,2,1,4,,,4
8066150,2,2,9.0,1.0,1,1,2,1,3,,,3
8066154,2,2,9.0,1.0,2,2,2,2,3,1.0,50000.0,4
8066156,3,3,9.0,1.0,1,2,2,2,1,,,1
8066162,3,2,9.0,1.0,4,1,2,1,4,,,4
8066166,2,2,1.0,1.0,1,1,2,1,3,3.0,,4
8066167,3,2,2.0,1.0,1,1,2,1,1,1.0,35000.0,4
8066169,2,2,2.0,2.0,1,1,2,1,1,1.0,80000.0,1
8066177,3,2,4.0,2.0,2,1,2,4,1,1.0,45000.0,1
8066182,2,2,2.0,2.0,2,1,2,1,1,,,3
8066184,2,2,9.0,1.0,1,1,2,1,3,3.0,,4
8066189,3,3,1.0,2.0,1,1,2,2,1,,,3
8066197,3,2,1.0,1.0,2,2,2,3,3,,,4
8066221,3,2,9.0,1.0,1,1,2,2,3,3.0,,4
8066241,3,2,1.0,2.0,1,1,2,1,1,1.0,13000.0,3
8066244,3,3,2.0,2.0,2,1,2,2,1,1.0,42300.0,1
8066245,3,3,9.0,2.0,2,1,2,1,1,1.0,40000.0,1
8066251,2,2,9.0,2.0,1,1,2,1,2,2.0,,2
8066252,3,3,1.0,2.0,1,1,2,2,1,1.0,27000.0,1
8066257,3,2,9.0,2.0,1,1,2,1,3,,,3
8066273,3,3,1.0,2.0,1,1,2,3,1,1.0,61250.0,1
8066288,3,3,1.0,1.0,1,1,2,1,3,,,4
8066296,2,2,3.0,1.0,1,1,2,1,3,,,4
8066298,2,2,10.0,1.0,1,1,2,1,3,,,4
8066300,3,3,9.0,1.0,1,1,2,3,1,1.0,38000.0,1
8066317,2,2,3.0,1.0,1,1,2,1,3,,,4
8066320,3,2,1.0,1.0,1,1,2,2,1,1.0,28000.0,1
8066322,2,2,2.0,1.0,1,1,2,1,3,,,4
8066323,2,2,9.0,1.0,1,2,2,1,3,,,4
8066324,3,2,9.0,1.0,1,1,2,1,1,,,4
8066326,2,2,9.0,1.0,1,1,2,1,3,,,4
8066327,3,3,1.0,1.0,1,1,2,1,3,,,4
8066329,2,3,1.0,1.0,1,1,2,1,3,,,4
8066357,2,2,3.0,2.0,1,1,2,3,1,1.0,30000.0,1
8066365,3,3,9.0,1.0,1,2,2,2,1,,,4
8066373,2,2,9.0,1.0,3,1,2,1,1,,,4
8066376,2,2,1.0,2.0,1,1,2,2,1,1.0,64800.0,1
8066378,2,2,1.0,2.0,1,1,2,2,1,1.0,70000.0,1
8066385,2,2,1.0,1.0,1,1,2,2,3,,,4
8066386,2,3,1.0,1.0,1,2,2,2,1,3.0,,4
8066390,3,3,9.0,1.0,3,1,2,1,1,,,4
8066393,2,2,2.0,1.0,1,1,2,2,3,,,4
8066400,2,2,1.0,2.0,1,1,2,2,1,1.0,75000.0,1
8066404,3,3,9.0,1.0,1,1,2,1,1,,,4
8066411,2,2,3.0,2.0,1,1,2,2,2,1.0,25000.0,2
8066413,3,2,3.0,2.0,1,1,2,2,1,,,4
8066416,3,3,9.0,1.0,1,1,2,3,1,,,4
8066420,2,2,1.0,1.0,1,1,2,2,1,1.0,40000.0,1
8066425,2,2,3.0,2.0,2,1,1,1,2,1.0,20000.0,2
8066432,2,2,2.0,2.0,2,1,2,2,1,1.0,25000.0,1
8066433,2,2,9.0,1.0,3,1,2,1,3,,,4
8066436,2,2,9.0,1.0,1,1,2,1,3,,,4
8066437,2,2,1.0,2.0,1,1,2,1,1,1.0,30000.0,1
8066438,2,2,3.0,2.0,2,1,2,2,3,3.0,,3
8066440,3,2,9.0,1.0,1,2,2,1,1,,,4
8066445,3,3,9.0,1.0,1,2,2,3,3,1.0,36000.0,3
8066450,2,3,9.0,2.0,1,1,2,2,3,1.0,25000.0,3
8066459,3,2,1.0,1.0,1,1,2,1,3,,,4
8066464,2,2,9.0,2.0,1,1,2,3,3,,,3
8066470,2,2,4.0,2.0,2,1,2,1,1,1.0,20000.0,1
8066471,3,3,1.0,1.0,1,1,2,2,3,,,4
8066473,3,2,2.0,1.0,1,1,2,1,1,,,4
8066480,2,2,2.0,1.0,1,1,2,1,1,,,4
8066482,2,2,3.0,1.0,1,1,2,1,3,,,4
8066486,2,2,9.0,2.0,1,1,2,1,3,,,3
8066487,3,3,9.0,2.0,2,1,2,2,3,,,3
8066488,2,2,9.0,1.0,1,1,2,1,1,,,4
8066499,3,2,1.0,1.0,1,1,2,2,1,,,4
8066516,2,2,1.0,1.0,1,1,2,1,1,,,4
8066526,2,2,9.0,1.0,1,1,2,2,1,,,4
8066541,1,2,6.0,1.0,1,1,2,2,1,,,4
8066546,3,3,10.0,1.0,1,1,2,2,3,1.0,100000.0,4
8066548,2,2,1.0,2.0,2,1,2,2,2,2.0,,2
8066551,3,3,1.0,2.0,1,1,2,2,2,2.0,,2
8066553,3,1,,2.0,2,1,2,2,1,1.0,32000.0,1
8066558,3,3,2.0,2.0,2,1,2,3,1,1.0,35000.0,1
8066564,3,3,3.0,1.0,1,1,2,3,1,1.0,35000.0,1
8066566,3,3,9.0,1.0,1,2,2,1,3,,,4
8066567,2,3,1.0,2.0,2,1,2,1,2,2.0,,2
8066571,2,2,4.0,2.0,2,1,2,1,2,2.0,,2
8066575,3,2,2.0,2.0,2,1,2,2,1,1.0,35000.0,1
8066578,3,3,4.0,1.0,1,1,2,1,1,,,4
8066604,3,3,2.0,2.0,1,1,2,3,1,1.0,70000.0,1
8066605,1,3,8.0,2.0,1,1,2,3,1,1.0,32000.0,1
8066608,3,2,4.0,2.0,2,1,2,1,1,1.0,38375.0,1
8066609,3,3,6.0,2.0,2,1,2,1,1,1.0,68000.0,1
8066612,3,2,4.0,2.0,2,1,2,1,1,1.0,40000.0,1
8066614,2,2,4.0,2.0,2,1,2,3,1,1.0,150000.0,1
8066632,3,3,6.0,2.0,2,1,2,2,1,1.0,82000.0,1
8066651,3,2,3.0,1.0,1,1,2,1,1,1.0,40000.0,1
8066653,3,3,1.0,1.0,1,1,2,2,1,1.0,36000.0,1
8066666,2,2,2.0,2.0,1,1,2,1,1,1.0,15880.0,1
8066729,3,2,8.0,2.0,1,1,2,2,1,1.0,17000.0,1
8066737,3,3,9.0,1.0,1,1,2,1,1,1.0,20000.0,1
8066739,2,2,9.0,1.0,1,1,2,1,1,,,4
8066744,3,2,2.0,1.0,1,1,2,1,1,,,4
8066745,2,2,4.0,2.0,1,1,2,1,1,1.0,13600.0,1
8066747,2,2,2.0,1.0,1,1,2,2,1,1.0,28000.0,1
8066750,2,2,8.0,2.0,1,1,2,1,1,1.0,32580.0,1
8066752,3,2,9.0,1.0,1,1,2,1,1,,,4
8066753,2,2,8.0,2.0,1,1,2,3,1,1.0,17000.0,1
8066759,3,2,9.0,1.0,1,1,2,2,1,1.0,24000.0,3
8066766,3,3,2.0,1.0,1,1,2,1,1,1.0,37000.0,1
8066769,2,2,2.0,1.0,1,1,2,1,1,,,4
8066771,3,2,2.0,1.0,1,1,2,2,1,1.0,55000.0,1
8066773,2,3,2.0,1.0,1,1,2,1,1,,,4
8066774,2,2,4.0,1.0,1,1,2,1,1,1.0,25000.0,1
8066778,3,2,1.0,1.0,1,1,2,2,1,1.0,105000.0,4
8066786,2,2,2.0,2.0,1,1,2,3,1,1.0,22000.0,1
8066788,3,2,3.0,2.0,1,1,2,3,1,1.0,36000.0,1
8066791,2,2,4.0,1.0,1,1,2,1,1,,,4
8066797,2,3,9.0,1.0,1,2,2,2,1,1.0,40000.0,4
8066801,2,2,1.0,2.0,1,1,2,1,1,1.0,40000.0,1
8066809,3,2,10.0,1.0,1,1,2,1,1,,,4
8066816,2,2,2.0,1.0,1,1,2,1,1,1.0,29000.0,1
8066822,3,2,9.0,1.0,1,2,2,2,3,,,4
8066826,2,2,4.0,2.0,1,1,2,3,1,1.0,28000.0,1
8066827,2,2,4.0,2.0,1,1,2,3,1,1.0,23000.0,1
8066830,3,3,1.0,1.0,1,1,2,2,1,1.0,40000.0,4
8066834,3,3,2.0,1.0,1,1,2,1,1,,,4
8066836,3,3,10.0,2.0,2,1,2,3,1,1.0,76000.0,1
8066837,3,2,9.0,1.0,1,1,2,1,1,1.0,62000.0,1
8066840,3,2,2.0,1.0,1,1,2,1,1,,,4
8066846,2,2,1.0,1.0,1,1,2,3,1,1.0,29000.0,4
8066849,3,2,6.0,2.0,1,1,1,3,1,1.0,17000.0,1
8066860,2,2,4.0,1.0,1,1,2,2,1,1.0,60000.0,4
8066861,3,3,4.0,2.0,2,1,2,1,2,2.0,,2
8066871,3,3,9.0,1.0,1,2,2,2,1,1.0,180000.0,4
8066876,3,3,1.0,1.0,1,1,2,1,1,,,4
8066882,3,2,9.0,1.0,1,1,2,3,1,1.0,25000.0,4
8066884,3,2,1.0,1.0,1,1,2,2,3,1.0,57000.0,4
8066889,2,2,9.0,1.0,1,2,2,1,3,,,4
8066891,3,3,9.0,1.0,1,2,2,1,3,,,4
8066896,2,2,2.0,2.0,2,1,2,1,1,1.0,76000.0,3
8066901,3,3,9.0,1.0,1,1,2,2,1,,,4
8066902,2,2,9.0,1.0,1,2,2,2,1,,,4
8066907,2,2,1.0,1.0,1,1,2,1,1,,,4
8066912,2,2,9.0,1.0,1,1,2,1,3,,,4
8066928,2,3,4.0,1.0,1,1,2,1,1,1.0,15000.0,3
