DIRECTORIO,P6081_archivo1,P6083_archivo1,P6088_archivo1,P2061_archivo1,P1070_archivo3,P6160_archivo4,P8586_archivo4,P5010_archivo5,P791_archivo5,P3162_archivo5,P3163_archivo5,P5032_archivo5
7911958,3,2,9.0,2.0,2,1,2,3,1,1.0,200000.0,1
7911959,2,2,4.0,1.0,1,1,2,2,1,,,3
7911961,3,3,9.0,2.0,2,1,2,3,1,1.0,42000.0,1
7911966,3,2,1.0,2.0,2,1,2,1,3,2.0,,4
7911967,2,2,2.0,1.0,1,1,2,1,1,1.0,50000.0,4
7911968,3,3,2.0,2.0,2,1,2,1,1,1.0,35000.0,1
7911969,2,2,9.0,2.0,2,1,2,1,2,,,2
7911970,3,3,1.0,2.0,1,1,2,1,1,1.0,30000.0,1
7911971,3,2,10.0,1.0,1,1,2,1,3,1.0,7000.0,4
7911972,3,2,2.0,2.0,1,1,2,2,1,1.0,36000.0,1
7911974,3,3,1.0,2.0,2,1,2,1,1,,,1
7911977,2,2,9.0,1.0,1,1,2,1,1,1.0,7500.0,4
7911981,3,3,10.0,2.0,1,1,2,2,1,,,3
7911983,2,2,2.0,2.0,1,1,1,1,1,1.0,15000.0,1
7911990,2,2,9.0,1.0,2,1,2,2,3,1.0,30000.0,4
7911991,2,2,1.0,2.0,2,1,2,2,3,1.0,12000.0,4
7911994,2,2,2.0,2.0,1,1,2,2,1,1.0,34678.0,1
7911995,2,2,9.0,2.0,1,1,2,1,3,,,4
7912002,2,2,1.0,2.0,1,1,2,2,3,1.0,60000.0,4
7912007,2,2,3.0,2.0,1,2,2,2,1,1.0,13500.0,1
7912016,2,2,2.0,2.0,1,1,2,2,3,1.0,40000.0,4
7912021,2,2,2.0,2.0,1,1,2,1,1,1.0,27000.0,1
7912023,2,3,1.0,2.0,1,2,2,2,1,1.0,25000.0,4
7912024,2,1,,2.0,1,1,2,3,1,1.0,63000.0,1
7912029,3,3,9.0,1.0,1,2,2,2,1,1.0,18000.0,1
7912032,3,2,1.0,2.0,1,1,2,1,1,1.0,8000.0,4
7912033,2,2,10.0,1.0,2,1,2,2,1,1.0,55000.0,4
7912037,3,3,9.0,1.0,1,2,2,2,1,,,4
7912042,2,2,2.0,2.0,1,1,2,3,1,1.0,35507.0,1
7912045,3,3,9.0,1.0,1,2,2,2,1,1.0,8000.0,1
7912046,3,2,9.0,1.0,1,1,2,2,1,1.0,34000.0,4
7912048,3,2,9.0,1.0,1,1,2,2,3,1.0,20000.0,4
7912054,3,3,9.0,1.0,1,1,2,2,1,,,4
7912055,2,2,6.0,2.0,2,1,2,2,1,1.0,20000.0,1
7912057,3,3,2.0,2.0,1,1,2,1,1,1.0,2000.0,1
7912058,3,3,1.0,2.0,1,1,2,2,1,1.0,13000.0,1
7912060,3,3,9.0,1.0,1,2,2,1,1,1.0,20000.0,4
7912064,2,2,9.0,1.0,1,1,2,2,1,1.0,22630.0,1
7912067,3,3,2.0,9.0,1,1,2,3,1,1.0,40000.0,1
7912068,2,2,1.0,2.0,1,1,2,2,1,1.0,19200.0,1
7912069,2,2,1.0,1.0,1,1,2,2,3,,,4
7912071,3,3,9.0,2.0,1,2,2,1,1,1.0,3000.0,1
7912072,2,3,9.0,2.0,2,1,2,2,1,1.0,15000.0,1
7912075,3,3,9.0,1.0,1,1,2,1,1,,,4
7912077,3,3,9.0,1.0,1,2,2,1,1,1.0,12000.0,1
7912084,3,3,9.0,2.0,1,2,2,2,1,1.0,25000.0,1
7912086,1,3,1.0,2.0,1,1,2,2,1,1.0,37000.0,3
7912091,2,2,2.0,2.0,1,1,2,1,1,1.0,15000.0,1
7912092,3,3,1.0,2.0,1,1,2,3,1,1.0,35000.0,1
7912096,2,2,9.0,2.0,1,2,2,1,3,,,4
7912104,3,2,2.0,2.0,2,1,2,2,1,1.0,30000.0,1
7912105,2,2,6.0,2.0,1,1,2,2,1,1.0,12000.0,4
7912106,2,2,10.0,2.0,2,1,2,2,1,1.0,17000.0,3
7912107,3,3,4.0,2.0,1,1,2,3,1,1.0,21000.0,1
7912113,2,2,3.0,2.0,2,1,2,2,1,,,3
7912114,3,2,1.0,1.0,1,1,2,2,3,,,4
7912119,2,2,2.0,2.0,1,1,2,2,1,1.0,35000.0,1
7912120,2,2,4.0,2.0,1,1,2,2,1,1.0,35000.0,1
7912121,2,2,1.0,2.0,1,2,2,3,1,1.0,67000.0,4
7912123,2,2,6.0,2.0,1,1,2,1,1,1.0,40000.0,4
7912124,2,2,1.0,1.0,1,1,2,3,1,1.0,10000.0,1
7912128,3,2,1.0,2.0,1,1,2,3,1,1.0,10500.0,1
7912130,3,3,9.0,2.0,1,1,2,1,1,1.0,22000.0,1
7912133,2,2,9.0,2.0,1,1,2,2,1,1.0,25000.0,1
7912148,2,2,1.0,2.0,1,1,2,3,1,1.0,20000.0,1
7912149,2,3,1.0,2.0,2,1,2,2,3,1.0,28580.0,3
7912152,3,2,4.0,2.0,1,1,2,2,3,,,4
7912153,2,2,10.0,1.0,1,1,2,1,1,,,4
7912158,2,2,9.0,2.0,1,1,2,3,1,1.0,52000.0,4
7912159,2,2,6.0,2.0,2,1,2,2,1,1.0,25000.0,1
7912169,3,1,,2.0,1,1,2,3,1,1.0,35000.0,1
7912171,2,2,3.0,1.0,1,1,2,2,1,,,4
7912173,2,2,9.0,1.0,1,1,2,2,3,,,4
7912174,2,2,1.0,1.0,1,1,2,2,1,,,4
7912175,3,2,2.0,2.0,2,1,2,1,2,2.0,,2
7912176,2,3,9.0,1.0,1,1,2,1,1,1.0,15000.0,4
7912181,3,3,9.0,1.0,1,1,2,3,1,,,4
7912186,3,3,9.0,1.0,2,2,2,2,1,1.0,80000.0,1
7912187,3,1,,2.0,1,1,2,3,1,1.0,30000.0,4
7912191,3,3,10.0,2.0,1,2,2,2,1,1.0,75500.0,1
7912193,2,2,6.0,1.0,1,1,2,1,3,1.0,15000.0,4
7912194,2,2,10.0,1.0,1,1,2,2,1,,,1
7912197,2,2,4.0,1.0,3,1,2,1,3,,,4
7912199,2,2,2.0,2.0,2,1,2,2,1,1.0,20000.0,1
7912205,2,2,2.0,2.0,1,1,2,2,1,1.0,27000.0,1
7912206,2,2,9.0,2.0,1,2,2,1,3,,,4
7912215,2,2,4.0,2.0,1,1,2,3,1,1.0,90000.0,1
7912217,3,3,1.0,2.0,1,2,2,3,1,1.0,15000.0,1
7912218,3,3,1.0,1.0,3,1,2,1,3,,,4
7912220,2,2,2.0,2.0,1,1,2,3,1,1.0,70000.0,1
7912221,2,2,2.0,2.0,1,1,2,2,3,,,4
7912226,2,2,2.0,2.0,2,1,2,2,1,1.0,0.0,1
7912228,3,2,2.0,2.0,2,1,2,2,1,1.0,30000.0,1
7912235,3,3,1.0,2.0,1,1,2,1,1,1.0,25000.0,4
7912236,3,3,2.0,1.0,1,1,2,1,1,1.0,10000.0,1
7912245,3,3,1.0,2.0,1,1,1,1,1,1.0,20000.0,1
7912257,3,3,8.0,2.0,2,1,2,2,1,1.0,50000.0,1
7912258,3,3,2.0,2.0,1,1,2,2,1,1.0,30160.0,1
7912260,2,2,2.0,2.0,1,1,2,2,3,1.0,61000.0,1
7912261,2,2,9.0,1.0,1,1,2,2,1,,,4
7912271,3,3,9.0,1.0,1,2,2,2,1,,,4
7912275,2,2,10.0,2.0,2,1,2,2,1,1.0,33000.0,1
7912279,3,3,2.0,1.0,2,1,2,2,1,1.0,36580.0,1
7912281,2,2,4.0,2.0,1,1,2,2,1,1.0,50000.0,1
7912282,2,2,9.0,1.0,1,1,2,2,3,1.0,68000.0,4
7912285,3,3,9.0,1.0,1,2,2,1,1,,,1
7912287,2,2,2.0,1.0,1,1,2,2,1,1.0,12000.0,1
7912295,3,3,9.0,2.0,1,2,2,1,3,,,4
7912299,2,3,2.0,2.0,1,1,2,1,1,1.0,30000.0,1
7912300,3,3,9.0,2.0,1,1,2,2,1,1.0,50000.0,1
7912301,3,3,1.0,1.0,1,1,2,2,1,1.0,20000.0,1
7912305,2,1,,2.0,1,1,2,3,1,1.0,20000.0,4
7912306,3,3,10.0,1.0,1,1,2,2,3,1.0,14000.0,4
7912312,3,3,1.0,1.0,1,1,2,3,1,1.0,32000.0,4
7912313,3,3,9.0,1.0,1,2,2,1,1,,,4
7912319,3,2,9.0,2.0,1,1,2,2,1,1.0,30000.0,1
7912320,2,2,4.0,2.0,1,1,2,2,1,,,1
7912323,2,2,2.0,1.0,1,1,2,2,1,1.0,6000.0,4
7912326,3,2,9.0,1.0,2,1,2,1,1,1.0,25000.0,4
7912327,3,2,9.0,1.0,1,1,2,1,1,1.0,18850.0,4
7912333,3,3,3.0,2.0,1,1,2,2,1,1.0,14900.0,4
7912335,3,3,9.0,1.0,1,1,2,1,1,,,4
7912340,3,3,2.0,1.0,1,1,2,1,1,,,4
7912341,3,3,9.0,2.0,1,2,2,3,1,1.0,20000.0,1
7912345,3,2,2.0,2.0,1,1,2,1,3,,,3
7912346,3,3,9.0,1.0,1,1,2,1,1,1.0,34138.0,3
7912348,2,3,1.0,1.0,1,1,2,1,1,,,4
7912356,2,3,10.0,2.0,1,2,2,2,1,1.0,16000.0,1
7912359,2,2,1.0,2.0,1,1,2,2,1,1.0,25000.0,1
7912371,3,2,10.0,2.0,2,1,2,2,1,1.0,26000.0,1
7912375,2,2,1.0,1.0,1,1,2,1,1,1.0,40000.0,1
7912376,3,2,2.0,2.0,2,1,2,2,1,1.0,48000.0,1
7912380,3,3,1.0,1.0,1,1,2,3,1,1.0,50000.0,1
7912385,3,2,9.0,2.0,2,1,2,2,1,1.0,21900.0,3
7912387,2,2,10.0,2.0,1,1,2,4,1,1.0,80000.0,1
7912390,2,2,4.0,2.0,2,1,2,2,1,1.0,15000.0,1
7912391,2,2,2.0,2.0,1,1,2,1,1,1.0,25000.0,1
7912394,2,2,9.0,2.0,1,1,2,1,1,1.0,20000.0,1
7912395,2,2,1.0,2.0,1,1,2,2,1,1.0,35000.0,1
7912399,2,2,1.0,1.0,1,1,2,1,1,1.0,15000.0,4
7912400,3,3,1.0,1.0,2,1,2,1,1,1.0,46461.0,4
7912401,3,3,9.0,2.0,2,2,2,1,1,1.0,69841.0,1
7912405,3,3,1.0,2.0,1,1,2,2,1,1.0,20000.0,1
7912406,2,2,2.0,2.0,1,1,2,3,1,1.0,43000.0,1
7912408,3,3,9.0,2.0,1,1,2,3,1,1.0,80000.0,1
7912410,2,2,1.0,1.0,1,1,2,1,1,,,4
7912412,2,2,9.0,2.0,1,1,2,2,1,1.0,15000.0,1
7912417,3,3,9.0,2.0,1,1,2,1,1,1.0,8000.0,1
7912418,2,2,9.0,1.0,1,1,2,1,1,1.0,86000.0,3
7912421,3,3,9.0,2.0,2,1,2,2,1,1.0,25000.0,1
7912422,2,2,9.0,2.0,1,1,2,1,1,1.0,5000.0,1
7912423,2,2,1.0,2.0,2,1,2,3,1,1.0,18000.0,4
7912429,2,2,9.0,1.0,1,1,2,1,1,1.0,20000.0,3
7912430,3,3,10.0,1.0,1,1,2,1,1,1.0,23800.0,1
7912431,2,2,9.0,1.0,2,1,2,2,1,1.0,10000.0,1
7912433,3,3,1.0,2.0,1,1,2,2,1,1.0,25000.0,1
7912436,2,2,8.0,2.0,1,1,2,2,1,1.0,10700.0,4
7912440,3,2,1.0,2.0,1,1,2,2,1,1.0,15000.0,1
7912443,3,3,9.0,2.0,1,1,2,2,1,1.0,22000.0,1
7912444,2,2,6.0,2.0,2,1,1,1,1,1.0,42000.0,1
7912448,2,2,9.0,1.0,1,1,2,1,3,,,3
7912453,2,2,3.0,2.0,1,1,2,1,1,1.0,28000.0,1
7912454,3,3,9.0,1.0,1,2,2,1,1,,,4
7912455,2,2,1.0,2.0,1,1,2,3,1,1.0,18000.0,1
7912458,2,2,4.0,1.0,1,1,2,1,1,1.0,18000.0,4
7912459,2,2,9.0,2.0,1,1,2,1,1,1.0,14000.0,1
7912461,2,2,1.0,2.0,1,1,2,2,1,1.0,10000.0,3
7912475,3,3,9.0,2.0,1,1,2,2,1,1.0,57000.0,1
7912477,2,2,2.0,1.0,1,1,2,2,1,1.0,27000.0,1
7912481,3,3,1.0,1.0,2,2,2,1,1,1.0,23000.0,4
7912483,3,3,2.0,1.0,1,1,2,1,1,1.0,25000.0,1
7912484,2,2,3.0,1.0,1,1,2,1,1,,,4
7912485,2,2,10.0,2.0,1,1,2,2,1,1.0,16000.0,3
7912486,2,2,1.0,2.0,1,1,2,1,1,1.0,16000.0,4
7912488,2,2,9.0,2.0,1,1,2,1,1,1.0,12000.0,1
7912489,3,3,9.0,2.0,1,1,2,2,1,1.0,75000.0,1
7912492,3,3,9.0,1.0,1,1,2,2,1,,,4
7912498,3,3,10.0,2.0,1,1,2,1,1,,,4
7912504,2,2,3.0,2.0,2,1,2,2,1,1.0,20000.0,1
7912505,3,1,,1.0,1,1,2,1,1,1.0,12000.0,1
7912508,2,3,2.0,1.0,1,1,2,4,1,1.0,22000.0,4
7912511,2,2,1.0,2.0,2,1,2,1,1,1.0,28000.0,1
7912516,3,3,9.0,1.0,1,1,2,1,1,1.0,12340.0,1
7912522,2,2,9.0,1.0,1,1,2,4,1,1.0,50000.0,4
7912524,3,3,8.0,2.0,2,1,2,1,1,1.0,55810.0,1
7912527,3,3,10.0,2.0,1,1,2,3,1,1.0,20000.0,1
7912530,3,2,1.0,2.0,1,1,2,1,1,1.0,25000.0,1
7912531,2,2,4.0,1.0,1,1,2,3,3,,,4
7912534,3,3,10.0,2.0,2,1,2,2,1,1.0,25000.0,1
7912535,2,2,2.0,2.0,1,1,2,1,1,1.0,23000.0,1
7912538,3,3,9.0,2.0,2,1,2,1,1,1.0,10000.0,1
7912542,2,2,10.0,2.0,2,1,2,1,1,1.0,10000.0,1
7912543,2,2,1.0,1.0,2,1,2,1,1,1.0,32000.0,2
7912544,3,3,10.0,2.0,1,1,2,1,1,1.0,102816.0,1
7912547,2,3,10.0,2.0,2,1,2,2,1,1.0,43943.0,4
7912548,2,2,2.0,2.0,1,1,2,2,1,1.0,11000.0,1
7912552,3,2,1.0,2.0,2,1,2,2,1,1.0,80000.0,1
7912553,2,2,1.0,1.0,1,1,2,3,1,1.0,23500.0,4
7912557,3,3,10.0,2.0,1,1,2,2,1,1.0,30000.0,1
7912558,2,2,2.0,2.0,1,1,2,3,1,1.0,12000.0,1
7912560,2,2,10.0,2.0,2,1,2,2,1,1.0,30000.0,1
7912561,3,3,9.0,2.0,1,1,2,2,1,1.0,40000.0,1
7912567,2,2,3.0,2.0,1,1,2,3,1,1.0,12000.0,1
7912568,2,2,2.0,2.0,1,1,2,1,1,1.0,18000.0,1
7912575,3,3,9.0,2.0,1,2,2,2,1,1.0,20000.0,1
7912576,3,3,1.0,2.0,1,1,2,1,1,1.0,22000.0,1
7912578,2,2,10.0,2.0,1,1,2,2,1,1.0,12000.0,3
7912583,2,2,6.0,2.0,2,1,2,2,1,1.0,11000.0,1
7912589,2,2,9.0,2.0,1,1,2,1,1,1.0,30000.0,1
7912593,2,2,9.0,2.0,1,1,2,3,1,1.0,31000.0,1
7912595,3,3,1.0,2.0,1,1,2,3,1,1.0,48000.0,1
7912600,2,2,2.0,2.0,1,1,2,1,1,1.0,25000.0,1
7912601,2,2,2.0,2.0,1,1,2,1,3,1.0,30000.0,1
7912602,2,2,2.0,1.0,1,1,2,2,3,,,4
7912603,2,3,2.0,2.0,1,1,2,3,1,1.0,37000.0,1
7912605,3,2,1.0,2.0,2,1,2,3,3,3.0,,3
7912609,3,2,3.0,2.0,1,1,2,3,1,1.0,41000.0,1
7912610,2,2,1.0,2.0,2,1,2,1,1,1.0,10000.0,1
7912618,3,3,9.0,2.0,1,1,2,2,1,1.0,38000.0,1
7912619,2,2,4.0,2.0,1,1,2,1,1,1.0,25190.0,4
7912620,2,2,4.0,2.0,1,1,2,2,1,1.0,16000.0,1
7912629,3,3,1.0,2.0,1,1,2,2,1,1.0,25000.0,1
7912631,2,2,1.0,2.0,1,1,2,2,1,1.0,35000.0,1
7912655,2,2,2.0,2.0,1,1,2,2,1,1.0,72000.0,1
7912673,2,2,1.0,2.0,1,1,2,2,2,1.0,20000.0,4
7912674,3,3,1.0,1.0,1,2,2,1,1,,,4
7912710,2,2,1.0,1.0,1,1,2,2,1,,,4
7912714,3,3,9.0,1.0,1,1,2,2,1,,,1
7912718,3,2,1.0,1.0,1,1,2,2,1,1.0,25000.0,3
7912721,2,2,1.0,1.0,2,1,2,2,1,1.0,64000.0,1
7912724,2,2,1.0,2.0,1,1,2,1,1,1.0,14000.0,1
7912726,2,2,2.0,1.0,1,1,2,2,1,1.0,45000.0,1
7912727,3,3,1.0,2.0,1,2,2,2,1,1.0,25800.0,1
7912728,3,3,1.0,1.0,2,1,2,3,1,,,4
7912730,2,2,1.0,2.0,1,1,2,2,1,1.0,48000.0,4
7912732,2,2,2.0,1.0,1,1,2,1,1,1.0,22000.0,1
7912735,2,2,1.0,1.0,1,1,2,2,1,1.0,51260.0,1
7912737,2,2,10.0,2.0,2,1,2,3,1,1.0,22000.0,1
7912740,3,3,10.0,2.0,1,1,2,3,1,1.0,44000.0,1
7912743,3,3,1.0,1.0,1,1,2,3,1,1.0,68280.0,1
7912745,2,2,9.0,1.0,1,1,2,3,1,,,4
7912749,2,2,1.0,2.0,1,1,2,1,1,,,4
7912750,3,2,9.0,2.0,1,1,2,2,1,1.0,11000.0,4
7912754,2,2,1.0,2.0,2,1,2,2,2,2.0,,2
7912755,2,2,3.0,2.0,2,1,2,2,3,1.0,120000.0,1
7912756,3,3,9.0,1.0,2,2,2,2,1,,,4
7912759,3,3,9.0,1.0,1,2,2,2,1,,,4
7912760,2,2,10.0,1.0,1,1,2,2,1,1.0,52000.0,4
7912761,2,2,2.0,2.0,1,1,2,3,1,1.0,120000.0,4
7912765,2,2,2.0,2.0,1,1,2,2,1,1.0,22000.0,4
7912769,2,2,10.0,9.0,1,1,2,2,1,1.0,30000.0,4
7912777,3,1,,2.0,1,1,2,1,1,1.0,30000.0,1
7912779,3,2,9.0,1.0,1,1,2,1,1,,,4
7912780,2,2,3.0,1.0,1,1,2,1,1,1.0,17000.0,1
7912783,2,2,4.0,2.0,1,1,2,1,1,1.0,10000.0,1
7912784,3,3,10.0,1.0,1,2,2,2,1,1.0,15000.0,1
7912785,2,2,2.0,2.0,3,1,2,1,3,,,3
7912787,3,3,9.0,1.0,2,2,2,2,1,1.0,12000.0,1
7912795,3,3,4.0,2.0,2,1,2,1,1,,,4
7912800,2,2,10.0,2.0,2,1,2,2,1,1.0,13000.0,2
7912803,3,3,10.0,1.0,1,1,2,2,3,1.0,50000.0,4
7912809,2,2,6.0,2.0,2,1,2,1,1,1.0,12000.0,1
7912814,2,2,2.0,2.0,1,1,2,2,1,1.0,34000.0,4
7912816,3,3,1.0,2.0,1,1,2,1,1,1.0,56000.0,4
7912819,3,2,9.0,2.0,2,1,2,2,3,1.0,18000.0,4
7912820,2,2,2.0,2.0,1,1,2,3,1,1.0,28000.0,4
7912821,2,2,1.0,1.0,1,1,2,2,1,1.0,25000.0,4
7912828,2,2,4.0,2.0,3,1,2,1,2,2.0,,2
7912829,2,2,1.0,1.0,1,1,2,2,1,1.0,58600.0,1
7912833,2,2,2.0,2.0,1,1,2,2,3,3.0,,3
7912835,3,3,2.0,2.0,1,1,2,2,1,1.0,17000.0,4
7912836,2,2,2.0,2.0,2,1,2,1,2,,,2
7912837,3,2,1.0,2.0,1,1,2,1,1,1.0,37000.0,4
7912842,2,2,1.0,1.0,2,1,2,1,1,1.0,30000.0,4
7912847,2,2,3.0,1.0,1,1,2,1,3,,,4
7912852,2,2,2.0,2.0,1,1,2,2,1,1.0,30000.0,4
7912856,2,2,2.0,2.0,1,1,2,2,1,1.0,25000.0,4
7912859,2,2,9.0,1.0,1,1,2,3,1,1.0,25000.0,1
7912860,3,3,10.0,2.0,2,1,2,1,2,1.0,25000.0,4
7912865,2,2,9.0,2.0,2,1,2,1,1,1.0,23000.0,4
7912866,2,2,1.0,2.0,1,1,2,2,3,1.0,21341.0,3
7912871,2,2,2.0,1.0,1,1,2,1,1,1.0,10890.0,1
7912873,2,2,9.0,2.0,1,1,2,2,3,3.0,,3
7912876,2,2,2.0,1.0,2,1,2,1,1,,,4
7912881,2,2,10.0,2.0,2,1,2,2,1,1.0,25000.0,1
7912882,3,3,9.0,1.0,1,1,2,1,1,1.0,30000.0,4
7912884,3,3,9.0,1.0,1,1,2,2,3,1.0,12000.0,3
7912889,2,3,1.0,1.0,1,1,2,2,3,,,3
7912890,3,2,2.0,2.0,1,1,2,3,1,1.0,45000.0,4
7912893,3,2,9.0,1.0,1,1,2,2,1,,,4
7912896,3,3,9.0,1.0,1,1,2,2,3,,,4
7912900,3,3,9.0,1.0,2,1,2,1,1,,,4
7912904,3,3,1.0,1.0,1,1,2,1,1,1.0,26000.0,3
7912905,3,3,10.0,2.0,2,1,2,1,1,,,1
7912906,2,2,2.0,2.0,1,1,2,3,1,1.0,24000.0,4
7912909,3,3,9.0,1.0,1,1,2,2,1,1.0,2850.0,1
7912912,3,3,10.0,2.0,1,1,2,3,1,1.0,45000.0,1
7912916,1,2,1.0,2.0,1,1,2,3,1,1.0,28000.0,4
7912920,3,3,1.0,2.0,2,1,2,1,1,1.0,90000.0,1
7912925,3,2,9.0,2.0,1,2,2,2,3,,,4
7912926,2,2,2.0,2.0,1,1,2,1,1,1.0,16000.0,4
7912928,2,2,1.0,2.0,1,1,2,2,1,1.0,38600.0,4
7912929,2,2,2.0,2.0,1,1,2,2,1,1.0,40000.0,4
7912936,3,2,2.0,2.0,1,1,2,2,1,1.0,21586.0,4
7912937,2,2,2.0,2.0,1,1,2,2,1,1.0,85000.0,4
7912942,2,2,9.0,1.0,1,1,2,2,1,1.0,8000.0,4
7912944,3,3,9.0,1.0,1,1,2,3,1,1.0,12000.0,1
7912945,3,3,9.0,1.0,1,1,2,1,3,1.0,25000.0,4
7912946,2,2,9.0,1.0,1,1,2,2,1,1.0,12450.0,1
7912948,3,3,9.0,1.0,1,1,2,1,1,,,4
7912950,3,3,9.0,2.0,1,2,2,3,1,1.0,27000.0,4
7912958,2,2,9.0,1.0,2,1,2,2,3,1.0,16502.0,4
7912963,2,2,2.0,1.0,1,1,2,2,3,,,4
7912964,3,3,10.0,1.0,1,1,2,2,1,,,4
7912965,1,1,,2.0,1,1,2,2,1,1.0,50000.0,1
7912967,3,3,10.0,2.0,1,1,2,1,1,1.0,22000.0,1
7912973,2,2,9.0,1.0,1,2,2,2,3,,,1
7912977,3,3,10.0,1.0,1,1,2,2,1,1.0,15000.0,4
7912978,2,2,3.0,1.0,1,1,2,2,3,1.0,85000.0,4
7912987,2,2,9.0,2.0,1,1,2,2,3,,,4
7912988,2,2,4.0,1.0,1,1,2,2,3,1.0,22000.0,4
7912992,2,2,2.0,2.0,1,1,2,1,1,1.0,30000.0,4
7912993,3,3,3.0,1.0,1,1,2,1,4,,,4
7912994,2,3,9.0,1.0,1,1,2,2,1,,,4
7913005,2,2,1.0,9.0,2,1,2,1,1,1.0,19000.0,1
7913006,3,3,1.0,9.0,1,1,2,1,1,1.0,22000.0,4
7913019,3,3,10.0,2.0,1,1,2,1,1,1.0,40000.0,1
7913024,3,3,9.0,1.0,1,2,2,1,3,,,3
7913026,3,2,1.0,2.0,1,1,2,2,1,1.0,35000.0,4
7913029,2,2,1.0,1.0,1,1,2,1,3,,,4
7913032,2,3,1.0,1.0,1,1,2,3,1,1.0,12000.0,1
7913035,2,2,1.0,2.0,1,1,2,2,3,,,4
7913040,3,3,9.0,1.0,1,1,2,1,1,,,4
7913041,2,2,9.0,2.0,1,1,2,1,3,,,4
7913051,3,2,2.0,1.0,1,1,2,3,3,,,3
7913057,3,3,1.0,1.0,1,1,2,2,1,1.0,37000.0,1
7913059,3,3,9.0,1.0,1,1,2,1,4,,,4
7913063,2,2,1.0,2.0,1,1,2,2,3,,,4
7913070,2,3,2.0,2.0,1,1,2,2,1,1.0,40250.0,4
7913087,2,2,4.0,1.0,1,1,2,2,1,1.0,14000.0,4
7913088,3,3,10.0,1.0,1,1,2,2,1,1.0,30000.0,4
7913092,3,2,1.0,1.0,1,1,2,3,1,1.0,30000.0,4
7913100,2,2,2.0,2.0,1,1,2,1,3,,,4
7913104,3,2,1.0,9.0,1,1,2,3,1,1.0,19000.0,4
7913119,2,2,9.0,1.0,1,2,2,2,1,1.0,17890.0,1
7913122,3,2,9.0,1.0,1,1,2,2,1,,,1
7913127,3,3,1.0,1.0,1,1,2,1,1,1.0,28000.0,1
7913130,1,2,9.0,2.0,1,1,2,1,1,1.0,58000.0,1
7913133,3,3,10.0,2.0,1,1,2,2,1,1.0,40000.0,1
7913135,3,3,9.0,1.0,1,2,2,1,1,1.0,21190.0,1
7913138,3,3,1.0,2.0,1,1,2,1,1,1.0,64000.0,4
7913141,1,3,1.0,1.0,1,1,2,2,1,,,4
7913145,2,2,1.0,2.0,2,1,2,1,1,1.0,50000.0,4
7913148,2,3,1.0,1.0,1,1,2,2,1,1.0,25000.0,1
7913153,2,2,1.0,2.0,1,1,2,1,3,,,4
7913156,2,2,10.0,2.0,1,1,2,2,1,1.0,19160.0,4
7913163,2,2,1.0,1.0,1,1,2,1,1,1.0,35000.0,1
7913166,3,3,10.0,1.0,1,1,2,1,1,1.0,30000.0,4
7913168,3,2,1.0,1.0,1,1,2,2,1,1.0,20000.0,4
7913171,3,3,10.0,1.0,1,1,2,1,1,,,4
7913178,3,3,10.0,2.0,1,2,2,3,3,1.0,44106.0,4
7913180,3,3,1.0,1.0,1,1,2,2,1,1.0,24600.0,1
7913181,2,2,10.0,1.0,1,1,2,1,1,1.0,40000.0,4
7913185,2,2,3.0,1.0,1,1,2,1,1,1.0,11560.0,1
7913186,2,2,9.0,1.0,1,1,2,1,3,,,4
7913195,2,2,1.0,2.0,1,1,2,2,1,1.0,24000.0,4
7913196,2,2,10.0,2.0,1,1,2,3,1,,,4
7913200,2,2,2.0,1.0,1,1,2,2,1,1.0,31000.0,1
7913213,2,2,10.0,1.0,1,1,2,2,1,1.0,3050.0,1
7913223,3,2,9.0,2.0,1,1,2,2,1,1.0,15000.0,4
7913228,3,1,,2.0,1,1,2,3,1,1.0,52000.0,3
7913229,3,3,4.0,9.0,1,1,2,1,1,1.0,30000.0,1
7913233,3,3,1.0,1.0,1,1,2,2,3,,,3
7913234,3,2,1.0,1.0,1,1,2,2,1,,,1
7913236,2,2,9.0,1.0,2,1,2,2,1,1.0,97700.0,1
7913246,3,3,10.0,1.0,1,1,2,1,3,,,4
7913247,3,3,1.0,1.0,1,1,2,2,1,,,4
7913250,2,2,1.0,1.0,1,1,2,2,3,,,4
7913252,3,3,10.0,1.0,1,2,2,1,3,,,4
7913255,2,2,3.0,2.0,3,1,2,1,1,1.0,18000.0,1
7913257,3,3,10.0,2.0,3,1,2,1,3,1.0,20000.0,3
7913260,3,1,,2.0,1,1,2,3,1,1.0,40000.0,4
7913262,3,2,10.0,2.0,1,1,2,2,1,1.0,60000.0,4
7913265,3,3,1.0,1.0,1,2,2,2,1,,,4
7913272,2,2,1.0,2.0,1,1,2,2,1,1.0,20000.0,4
7913273,2,2,2.0,2.0,2,1,2,1,1,1.0,37000.0,4
7913275,2,2,1.0,1.0,1,1,2,1,3,,,4
7913279,2,2,9.0,2.0,2,1,2,2,1,1.0,20000.0,4
7913280,3,3,1.0,1.0,1,2,2,1,3,,,4
7913281,3,2,1.0,1.0,1,1,2,2,3,,,4
7913293,2,2,1.0,2.0,1,1,2,3,1,1.0,30000.0,4
7913305,2,2,2.0,2.0,2,1,2,2,1,1.0,13000.0,4
7913332,2,2,3.0,2.0,3,1,2,1,2,2.0,,2
7913336,2,3,2.0,1.0,3,1,2,1,3,,,4
